season,opponent,result,pace,ppp,efg,to,or,ft,pmp,tmp,tmpa,fpa,fpt,tft,oppp,oefg,oto,oor,oft,opmp,otmp,otmpa,ofpa,ofpt,otft,label,type,blind
2010-11,Long Beach State,W,79,1.21,64.8,13.9,22.4,34.4,61,47.8,35.9,13,22,59.1,1.15,57.5,15.2,28.6,17.8,64.3,32.3,42.5,7,13,53.8,Long Beach State W 96-91 (2010-11),Non-Conference,lightgreen
2010-11,Evansville,W,73,1.04,46.3,16.3,31.9,66.7,52.8,22.2,33.3,26,36,72.2,0.67,34.2,30,27.1,15,40,15,33.3,8,9,88.9,Evansville W 76-49 (2010-11),Non-Conference,lightgreen
2010-11,Kentucky,W,76,0.98,42.2,15.7,25,63.8,48.9,9.1,19,26,37,70.3,0.96,46,14.4,20.2,33.9,36.6,42.9,33.9,16,21,76.2,Kentucky W 75-73 (2010-11),Non-Conference,lightgreen
2010-11,Illinois,L,73,0.91,50.9,24.5,26.8,29.3,51.2,33.3,25.9,8,17,47.1,1.08,57.1,19.1,26.9,14.3,47.1,66.7,19,7,9,77.8,Illinois L 67-79 (2010-11),Non-Conference,lightpink
2010-11,College of Charleston,W,71,1.05,48.3,19.9,42.5,45,50,25,13.3,16,27,59.3,0.98,44.4,19.9,43.3,16.9,43.9,30,42.3,6,12,50,College of Charleston W 74-69 (2010-11),Non-Conference,lightgreen
2010-11,Asheville,W,77,1.04,49.1,26.1,45.6,53.5,49,33.3,15.5,23,31,74.2,0.9,41.1,13,23.6,17.8,40.4,28.6,28.8,9,13,69.2,Asheville W 80-69 (2010-11),Non-Conference,lightgreen
2010-11,Vanderbilt,L,73,0.9,43.5,30.3,37.3,50,44.2,27.3,20.4,18,27,66.7,0.99,54.3,28.9,33.3,57.5,51.7,38.9,38.3,21,27,77.8,Vanderbilt L 65-72 (2010-11),Non-Conference,lightpink
2010-11,Minnesota,L,76,0.88,40,21,31.2,38.5,42.6,22.2,27.7,15,25,60,0.94,48.2,23.6,35.1,56.4,53.3,28,45.5,19,31,61.3,Minnesota L 67-72 (2010-11),Non-Conference,lightpink
2010-11,Hofstra,W,75,1.43,64.8,16.1,53.2,36.6,51.9,70.6,23.9,15,26,57.7,0.84,45.2,21.4,27.2,22.2,42,38.5,20.6,6,14,42.9,Hofstra W 107-63 (2010-11),Non-Conference,lightgreen
2010-11,Lipscomb,W,77,1.04,50.8,18.1,34.2,46,52,30.8,20.6,16,29,55.2,0.86,42.1,22,27.4,33.3,38.2,31,46,13,21,61.9,Lipscomb W 80-66 (2010-11),Non-Conference,lightgreen
2009-10,Dayton,L,69,0.98,50.9,21.7,27.2,25.4,47.4,38.1,35.6,8,15,53.3,1.14,56.6,15.9,34.3,26.2,60,35.5,50.8,10,16,62.5,Dayton L 68-79 (2009-10),NIT,lightpink
2009-10,Rhode Island,W,71,0.86,36.1,21.4,47.3,19.3,40.9,11.8,20.5,8,16,50,0.84,40.4,21.4,32,26.5,41.7,25,29.4,12,18,66.7,Rhode Island W 68-67 (2009-10),NIT,lightgreen
2009-10,UAB,W,63,0.96,44.3,23.9,37.7,37.7,48.7,21.4,26.4,13,20,65,0.88,34.6,19.1,35.4,50,27.3,31.6,36.5,19,26,73.1,UAB W 60-55 (2009-10),NIT,lightgreen
2009-10,Mississippi State,W,68,1.12,52.3,16.3,37.3,15.2,51.9,35.7,21.2,7,10,70,1.1,50.9,11.8,23.9,36.2,44.8,37.9,50,15,21,71.4,Mississippi State W 76-74 (2009-10),NIT,lightgreen
2009-10,William & Mary,W,72,1.12,54.4,15.4,28.6,45.6,55,35.3,29.8,18,26,69.2,1.01,54.8,23.7,24.2,6.5,52.6,37.2,69.4,4,4,100,William & Mary W 80-72 (2009-10),NIT,lightgreen
2009-10,Georgia Tech,L,65,0.89,34.8,15.4,46.1,20.3,39.6,12.5,23.2,10,14,71.4,0.96,47.3,21.6,33.3,28.6,51.4,26.3,33.9,9,16,56.3,Georgia Tech L 58-62 (2009-10),ACC Tournament,lightpink
2009-10,Duke,L,64,0.78,34.4,25,32.8,54.2,34.9,20,10.4,17,26,65.4,1.28,52.6,14.1,46,40.4,50,38.1,36.8,22,23,95.7,Duke L 50-82 (2009-10),League,lightpink
2009-10,Miami,W,71,0.97,45.6,23.8,42.4,40.4,43.6,33.3,31.6,17,23,73.9,0.87,40.9,11.2,17.8,18.2,46.9,23.5,51.5,8,12,66.7,Miami W 69-62 (2009-10),League,lightgreen
2009-10,Wake Forest,W,76,1.02,44.6,18.5,40,50.8,40.8,37.5,24.6,19,33,57.6,0.9,35.8,14.6,38.5,32.4,26.5,36,33.8,15,24,62.5,Wake Forest W 77-68 (2009-10),League,lightgreen
2009-10,Florida State,L,69,0.98,48,20.4,27.5,56,45.5,35.3,34,19,28,67.9,1.12,57,21.8,33.9,31.6,48.5,45.8,42.1,12,18,66.7,Florida State L 67-77 (2009-10),League,lightpink
2009-10,Boston College,L,67,1,39.8,16.4,50,37.5,42.9,12.5,12.5,16,24,66.7,1.06,44.8,11.9,40,19.4,42,35.3,25.4,11,13,84.6,Boston College L 67-71 (2009-10),League,lightpink
2009-10,Georgia Tech,L,76,0.67,34.8,24.9,27.3,40.7,36.4,20,25.4,10,24,41.7,0.89,50,26.2,30.8,42.9,46.3,40,26.8,12,24,50,Georgia Tech L 51-68 (2009-10),League,lightpink
2009-10,NC State,W,66,1.11,45.8,15.1,43.8,48.3,44.4,33.3,25,19,29,65.5,0.92,45.5,18.1,26.4,30.4,47.4,27.8,32.1,10,17,58.8,NC State W 74-61 (2009-10),League,lightgreen
2009-10,Duke,L,64,0.85,38.8,18.8,31.3,27.6,38.5,26.3,32.8,9,16,56.3,1,38.4,12.5,43.7,26.1,25.5,50,26.1,11,18,61.1,Duke L 54-64 (2009-10),League,lightpink
2009-10,Maryland,L,77,0.92,41.3,18.2,34.9,30.4,39.6,31.2,23.2,14,21,66.7,1.2,60.3,16.9,30.6,17.6,51.1,52.2,33.8,10,12,83.3,Maryland L 71-92 (2009-10),League,lightpink
2009-10,Virginia Tech,L,73,0.96,47.2,26,37.7,56.6,50,26.7,28.3,20,30,66.7,1.01,41.8,13.7,34.9,32.8,45.8,21.1,28.4,18,22,81.8,Virginia Tech L 70-74 (2009-10),League,lightpink
2009-10,UVA,L,68,0.88,43.8,24.8,42.3,39.3,32.4,40.9,39.3,11,22,50,1.1,58.6,24.8,28.9,34.6,57.1,41.2,32.7,14,18,77.8,UVA L 60-75 (2009-10),League,lightpink
2009-10,NC State,W,67,1.14,56.1,14.8,29,38.6,52.3,46.2,22.8,13,22,59.1,0.94,44.9,14.8,21.1,18.6,43.2,31.8,37.3,10,11,90.9,NC State W 77-63 (2009-10),League,lightgreen
2009-10,Wake Forest,L,69,1,40.9,13.1,37,21.1,44.4,23.1,36.6,11,15,73.3,1.19,57.5,17.4,38.2,30,47.7,56.2,26.7,13,18,72.2,Wake Forest L 69-82 (2009-10),League,lightpink
2009-10,Georgia Tech,L,70,1.01,44,24.3,43.8,41.4,36.6,41.2,29.3,20,24,83.3,1.04,47.7,18.6,38.3,23.1,42.3,46.2,20,11,15,73.3,Georgia Tech L 71-73 (2009-10),League,lightpink
2009-10,Clemson,L,78,0.82,46.7,34.6,37.8,16.4,49,25,19.7,7,10,70,1.06,53.3,17.9,22.6,32.8,62.9,26.9,42.6,18,20,90,Clemson L 64-83 (2009-10),League,lightpink
2009-10,Virginia Tech,W,70,1.11,58.6,25.6,36.8,42.3,63.9,31.2,30.8,17,22,77.3,0.91,38.8,17.1,38.2,26.9,40.8,22.2,26.9,12,18,66.7,Virginia Tech W 78-64 (2009-10),League,lightgreen
2009-10,College of Charleston,L,71,0.99,38.7,16.4,43.5,47.9,40,16.7,8.5,24,34,70.6,1.03,52,12.6,21.7,7.9,45.5,40.6,42.1,3,6,50,College of Charleston L 79-82 (2009-10),Non-Conference,lightpink
2009-10,Albany,W,84,1.04,53,21.5,34.2,40.9,52.7,36.4,16.7,17,27,63,0.84,47.7,31,30.4,20.3,50,30,46.9,9,13,69.2,Albany W 87-70 (2009-10),Non-Conference,lightgreen
2009-10,Rutgers,W,74,1.09,48.3,21.5,44.7,59.3,46.2,42.9,11.9,24,35,68.6,0.9,45,17.5,31.7,12.9,57.4,13,32.9,4,9,44.4,Rutgers W 81-67 (2009-10),Non-Conference,lightgreen
2009-10,Marshall,W,83,1.18,52.8,20.5,49.4,40.9,45,63.6,15.5,23,29,79.3,0.73,38.5,21.7,29.5,5.1,40,22.2,23.1,1,4,25,Marshall W 98-61 (2009-10),Non-Conference,lightgreen
2009-10,Texas,L,88,1.02,52.7,18.1,26.4,25.3,46.8,53.8,17.3,11,19,57.9,1.17,45.4,14.7,48.7,39.1,44.6,31.8,25.3,24,34,70.6,Texas L 90-103 (2009-10),Non-Conference,lightpink
2009-10,Presbyterian,W,76,1.35,58.8,11.8,44.4,29.7,64.7,30.4,31.1,16,22,72.7,0.84,48.4,22.2,15.8,11.5,42.1,39.1,37.7,5,7,71.4,Presbyterian W 103-64 (2009-10),Non-Conference,lightgreen
2009-10,Kentucky,L,74,0.89,44,21.7,34.9,19.4,40.4,35,29.9,7,13,53.8,0.92,50,27.1,33.3,40.7,47.4,37.5,29.6,14,22,63.6,Kentucky L 66-68 (2009-10),Non-Conference,lightpink
2009-10,Michigan State,W,78,1.14,62.3,21.7,34.9,52.6,59.6,50,17.5,18,30,60,1.05,44.3,14,38.9,20.2,54.2,10,25.3,12,16,75,Michigan State W 89-82 (2009-10),Non-Conference,lightgreen
2009-10,Nevada,W,69,1.16,50,11.6,40.7,35.3,48.3,40,14.7,12,24,50,1.06,44.7,8.7,36.1,8,48.1,23.8,28,6,6,100,Nevada W 80-73 (2009-10),Non-Conference,lightgreen
2009-10,Gardner Webb,W,82,1.14,56.8,19.6,46,50,58.1,25,6.1,18,33,54.5,0.88,48.5,27,26.7,10.1,33.3,41.7,52.2,5,7,71.4,Gardner Webb W 93-72 (2009-10),Non-Conference,lightgreen
2009-10,Syracuse,L,75,0.95,41.3,24.1,43.5,41.3,42.6,25,25.4,19,26,73.1,1.16,61,20.1,35.6,14.7,59.6,42.9,30.9,4,10,40,Syracuse L 71-87 (2009-10),Non-Conference,lightpink
2009-10,Ohio State,W,73,1.05,55.7,26,30.6,47.2,50,46.7,28.3,18,25,72,1,47.5,21.9,39.7,36.1,50,28.6,34.4,15,22,68.2,Ohio State W 77-73 (2009-10),Non-Conference,lightgreen
2009-10,Valparaiso,W,72,1.23,61.4,19.5,48.2,50.9,61.9,40,26.3,18,29,62.1,1.07,52.2,12.5,23,14.9,42.5,44.4,40.3,7,10,70,Valparaiso W 88-77 (2009-10),Non-Conference,lightgreen
2009-10,NC Central,W,72,1.23,63.6,26.3,53.6,32.2,65.2,38.5,22,14,19,73.7,0.58,29.1,27.7,26.2,32.7,21.7,44.4,16.4,10,18,55.6,NC Central W 89-42 (2009-10),Non-Conference,lightgreen
2009-10,FIU,W,84,1.05,59,31.1,42.9,31.1,62.5,30.8,21.3,16,19,84.2,0.86,42.6,23.9,28.9,25,37.8,34.8,33.8,14,17,82.4,FIU W 88-72 (2009-10),Non-Conference,lightgreen
2008-09,Michigan State,W,76,1.17,50,9.2,26.3,65.6,46.9,41.7,19.7,28,40,70,0.94,46.4,27.5,35.9,52.7,46.9,30.4,41.8,21,29,72.4,Michigan State W 89-72 (2008-09),NCAA Tournament,lightgreen
2008-09,Villanova,W,77,1.07,49.2,15.5,31.6,59.7,35,50,35.5,22,37,59.5,0.89,36.1,15.5,38.3,20.2,40.4,18.5,34.2,12,16,75,Villanova W 83-69 (2008-09),NCAA Tournament,lightgreen
2008-09,Oklahoma,W,65,1.12,55.9,18.6,24,31.4,56.8,35.7,27.5,15,16,93.8,0.93,46.3,23.2,36.4,29.6,62.9,10.5,35.2,10,16,62.5,Oklahoma W 72-60 (2008-09),NCAA Tournament,lightgreen
2008-09,Gonzaga,W,78,1.25,61,11.5,27.4,39.7,51,57.9,27.9,15,27,55.6,0.99,52.6,15.4,12.3,39.7,57.1,30.4,39.7,16,23,69.6,Gonzaga W 98-77 (2008-09),NCAA Tournament,lightgreen
2008-09,LSU,W,68,1.24,59.3,13.3,34.6,30.5,56.5,46.2,22,14,18,77.8,1.03,52.3,22.2,38.9,9.4,47.6,40.9,34.4,3,6,50,LSU W 84-70 (2008-09),NCAA Tournament,lightgreen
2008-09,Radford,W,87,1.17,48.2,13.9,40.8,28.6,47.1,35.7,16.7,20,24,83.3,0.67,30.6,20.8,32.8,17.5,27,29.4,21.2,9,14,64.3,Radford W 101-58 (2008-09),NCAA Tournament,lightgreen
2008-09,Florida State,L,64,1.1,40.7,10.9,40.2,49.1,40.9,26.7,25.4,22,29,75.9,1.14,56.1,21.9,42.2,26.3,54.1,40,35.1,9,15,60,Florida State L 70-73 (2008-09),ACC Tournament,lightpink
2008-09,Virginia Tech,W,67,1.19,49.2,13.5,46.2,32.3,50,31.6,29.2,15,21,71.4,1.14,50.8,10.5,31.1,16.4,45.8,42.1,28.4,8,11,72.7,Virginia Tech W 79-76 (2008-09),ACC Tournament,lightgreen
2008-09,Duke,W,66,1.19,58.5,16.6,40.7,47.2,53.7,50,22.6,17,25,68,1.07,52,16.6,18.8,54,48.3,38.1,42,19,27,70.4,Duke W 79-71 (2008-09),League,lightgreen
2008-09,Virginia Tech,W,75,1.14,45.5,10.6,33.3,51.5,44.7,31.6,28.8,26,34,76.5,1.04,44.2,14.6,32.9,24.6,46,26.3,27.5,17,17,100,Virginia Tech W 86-78 (2008-09),League,lightgreen
2008-09,Georgia Tech,W,83,1.26,56.5,18.1,39.7,42,60,28.6,20.3,26,29,89.7,0.89,51.5,21.8,25,14.5,50,36,36.2,3,10,30,Georgia Tech W 104-74 (2008-09),League,lightgreen
2008-09,Maryland,L,71,1.07,40.9,18.8,47.1,36.4,41.4,26.3,24.7,22,28,78.6,1.1,55.1,20.1,33.8,25,47.4,43.3,44.1,13,17,76.5,Maryland L 85-88 (2008-09),League,lightpink
2008-09,NC State,W,70,1.28,58.5,12.9,37.9,23.1,60.4,33.3,18.5,13,15,86.7,1.15,63.1,21.5,30.3,11.5,53.7,55,32.8,3,7,42.9,NC State W 89-80 (2008-09),League,lightgreen
2008-09,Miami,W,67,1.04,46.3,18,39,11.9,38.1,40,37.3,7,8,87.5,0.98,46.3,18,34.8,2.9,38.5,37.9,42.6,2,2,100,Miami W 69-65 (2008-09),League,lightgreen
2008-09,Duke,W,79,1.28,59.7,18.9,41.1,50,59.6,40,24.2,27,31,87.1,1.1,54.3,17.7,37.2,25.7,56.5,33.3,34.3,11,18,61.1,Duke W 101-87 (2008-09),League,lightgreen
2008-09,UVA,W,71,1.06,48.5,16.8,35.4,25.4,45.2,36,37.3,11,17,64.7,0.85,44.4,16.8,21,11.1,30.2,50,31.7,5,7,71.4,UVA W 76-61 (2008-09),League,lightgreen
2008-09,Maryland,W,82,1.31,62.9,19.4,44.7,38.6,44.4,64,35.7,20,27,74.1,1.1,50,19.4,45,28,50.8,30,13.3,16,21,76.2,Maryland W 108-91 (2008-09),League,lightgreen
2008-09,NC State,W,70,1.34,60.5,15.8,41.5,32.3,63.8,33.3,24.2,18,20,90,1.09,50,12.9,34.1,19.4,41.5,42.3,38.8,9,13,69.2,NC State W 93-76 (2008-09),League,lightgreen
2008-09,Florida State,W,77,1.04,43.6,27.2,50,50.8,38.6,36.8,30.2,25,32,78.1,1,51.7,24.6,38.6,35,50,37.5,26.7,15,21,71.4,Florida State W 80-77 (2008-09),League,lightgreen
2008-09,Clemson,W,77,1.21,56.8,16.8,37.8,40.9,60,31.2,24.2,19,27,70.4,0.9,41.9,20.7,37.2,27.9,32.6,40.9,32.4,13,19,68.4,Clemson W 94-70 (2008-09),League,lightgreen
2008-09,Miami,W,73,1.12,53.2,19.1,29.3,28.6,42.5,47.8,36.5,15,18,83.3,0.89,44.1,17.8,33.3,16.2,44.7,28.6,30.9,5,11,45.5,Miami W 82-65 (2008-09),League,lightgreen
2008-09,UVA,W,74,1.12,46.1,12.1,41.7,43.8,44,35.7,21.9,24,28,85.7,0.82,32.9,13.5,37.2,11,38.2,14.8,32.9,7,9,77.8,UVA W 83-61 (2008-09),League,lightgreen
2008-09,Wake Forest,L,89,1.01,39.2,20.3,41,51.4,39.2,26.1,31.1,31,38,81.6,1.04,52.5,18.1,22.2,63.9,48.9,42.9,23,28,39,71.8,Wake Forest L 89-92 (2008-09),League,lightpink
2008-09,College of Charleston,W,84,1.29,63.6,16.8,32.8,31.4,61.8,46.7,21.4,19,22,86.4,0.84,40.6,14.4,14.8,23.2,36.1,30.3,47.8,14,16,87.5,College of Charleston W 108-70 (2008-09),Non-Conference,lightgreen
2008-09,Boston College,L,75,1.04,43.1,19.9,50,37,41.2,31.8,30.1,15,27,55.6,1.13,52.1,13.3,40,22.9,50,37.5,34.3,12,16,75,Boston College L 78-85 (2008-09),League,lightpink
2008-09,Nevada,W,71,1.19,55.1,18.4,40.9,45.8,56.8,33.3,25.4,19,27,70.4,0.86,35.7,21.2,44.3,38.1,39.6,10,15.9,16,24,66.7,Nevada W 84-61 (2008-09),Non-Conference,lightgreen
2008-09,Rutgers,W,75,1.3,54.4,16.1,51.6,41.2,57.4,28.6,20.6,23,28,82.1,1,53.4,24.1,30.9,22,52.5,36.8,32.2,12,13,92.3,Rutgers W 97-75 (2008-09),Non-Conference,lightgreen
2008-09,Valparaiso,W,72,1.18,53.6,23.6,50.8,55.4,62.1,29.6,48.2,25,31,80.6,0.88,50,34.7,39.3,58.7,50,33.3,26.1,17,27,63,Valparaiso W 85-63 (2008-09),Non-Conference,lightgreen
2008-09,Evansville,W,82,1.11,54.5,19.5,32.9,39.4,54,37.5,24.2,19,26,73.1,0.89,47.8,17,19.2,21.7,50.8,20,14.5,7,15,46.7,Evansville W 91-73 (2008-09),Non-Conference,lightgreen
2008-09,Oral Roberts,W,88,1.13,56.5,18.1,29.9,43.5,56.9,36.4,15.9,22,30,73.3,0.95,51.4,28.3,39.5,17.6,46.9,40,33.8,8,13,61.5,Oral Roberts W 100-84 (2008-09),Non-Conference,lightgreen
2008-09,Michigan State,W,83,1.18,52.1,10.8,30.4,40.9,53.8,31.6,26.8,24,29,82.8,0.76,37.9,25.3,26.9,31.8,38.8,23.5,25.8,13,21,61.9,Michigan State W 98-63 (2008-09),Non-Conference,lightgreen
2008-09,Asheville,W,83,1.39,66.2,13.2,41.1,27.3,60,51.9,35.1,14,21,66.7,0.58,28.7,30,32.1,25,30,16.7,26.5,9,17,52.9,Asheville W 116-48 (2008-09),Non-Conference,lightgreen
2008-09,Notre Dame,W,73,1.41,59.3,11,46.9,30,59.6,38.5,18.6,19,21,90.5,1.2,50.6,11,39.6,14.1,40.5,41.7,46.2,8,11,72.7,Notre Dame W 102-87 (2008-09),Non-Conference,lightgreen
2008-09,Oregon,W,85,1.16,58.5,21.2,40.8,50.8,54.8,43.5,35.4,22,33,66.7,0.81,36.3,16.5,19.8,28.8,29.5,31,39.7,16,21,76.2,Oregon W 98-69 (2008-09),Non-Conference,lightgreen
2008-09,Chaminade,W,81,1.43,67.1,8.7,35.8,21.5,66.7,45.5,27.8,9,17,52.9,0.87,48.3,27.3,30.4,26.7,45.9,34.8,38.3,12,16,75,Chaminade W 115-70 (2008-09),Non-Conference,lightgreen
2008-09,UC Santa Barbara,W,74,1.14,52.5,20.3,43.2,52.5,55,31.6,32.2,22,31,71,0.91,51.8,28.4,22.6,23.6,50,36.8,34.5,10,13,76.9,UC Santa Barbara W 84-67 (2008-09),Non-Conference,lightgreen
2008-09,Kentucky,W,74,1.04,46.4,13.5,33.7,25.7,38.6,53.8,18.6,12,18,66.7,0.78,47.8,37.8,27.3,42.2,51.5,25,26.7,15,19,78.9,Kentucky W 77-58 (2008-09),Non-Conference,lightgreen
2008-09,Penn,W,75,1.15,52.5,17.3,37.3,55,55.3,31.8,36.7,23,33,69.7,0.95,49.2,21.3,23.3,28.3,48.1,33.3,55,12,17,70.6,Penn W 86-71 (2008-09),Non-Conference,lightgreen
2007-08,Kansas,L,79,0.83,39.5,22.7,28.4,22.4,44.2,20.8,35.8,13,15,86.7,1.06,57,23.9,33.9,21.9,59.2,33.3,23.4,11,14,78.6,Kansas L 66-84 (2007-08),NCAA Tournament,lightpink
2007-08,Louisville,W,68,1.22,56,20.6,50.9,36.2,59.6,27.3,19,18,21,85.7,1.07,58.2,27.9,41.5,29.1,63.9,31.6,34.5,9,16,56.3,Louisville W 83-73 (2007-08),NCAA Tournament,lightgreen
2007-08,Washington State,W,66,1.03,47.4,19.7,36.1,32.8,46.5,33.3,25.9,13,19,68.4,0.71,33.3,15.1,21.4,26.3,39,12.5,28.1,9,15,60,Washington State W 68-47 (2007-08),NCAA Tournament,lightgreen
2007-08,Arkansas,W,67,1.61,73.8,10.4,44.9,26.1,73.5,50,24.6,12,17,70.6,1.15,51.7,13.4,39.1,39,56.1,27.8,30.5,16,23,69.6,Arkansas W 108-77 (2007-08),NCAA Tournament,lightgreen
2007-08,Mount St. Mary's,W,75,1.5,65.5,12,58.1,35.2,65.5,43.8,22.5,20,25,80,0.98,48.5,18.6,23.1,21.5,48.8,31.8,33.8,11,14,78.6,Mount St. Mary's W 113-74 (2007-08),NCAA Tournament,lightgreen
2007-08,Clemson,W,81,1.06,52.2,24.6,51.2,34.8,50.8,40,14.5,14,24,58.3,1,48.5,19.7,33.7,37.7,46.5,34.6,37.7,14,26,53.8,Clemson W 86-81 (2007-08),ACC Tournament,lightgreen
2007-08,Virginia Tech,W,73,0.93,44.2,23.3,32,31.7,41.3,35.7,23.3,15,19,78.9,0.9,44,16.4,19.5,34.5,43.9,29.4,29.3,15,20,75,Virginia Tech W 68-66 (2007-08),ACC Tournament,lightgreen
2007-08,Florida State,W,68,1.21,57.9,14.8,30.5,42.1,54.5,46.2,22.8,16,24,66.7,1.03,58.2,22.1,31.1,21.8,50,47.6,38.2,6,12,50,Florida State W 82-70 (2007-08),ACC Tournament,lightgreen
2007-08,Duke,W,74,1.03,44.1,16.3,45.2,15.8,40,45.5,14.5,9,12,75,0.92,39.5,17.6,36.6,11.8,31.9,34.5,38.2,8,9,88.9,Duke W 76-68 (2007-08),League,lightgreen
2007-08,Florida State,W,71,1.28,59.6,19.8,50.9,50.9,61,37.5,28.1,22,29,75.9,1.09,47.6,11.3,31.6,39.7,53.8,25,38.1,17,25,68,Florida State W 90-77 (2007-08),League,lightgreen
2007-08,Boston College,W,67,1.34,56.8,13.4,38.5,44.1,53.5,43.8,27.1,23,26,88.5,1.19,58.3,16.3,31.6,42.6,51.4,47.4,35.2,17,23,73.9,Boston College W 90-80 (2007-08),League,lightgreen
2007-08,Wake Forest,W,78,1.15,63,25.8,37.5,68,58.3,50,28,26,34,76.5,0.94,54.2,23.2,19.1,28.3,55,35,33.3,8,17,47.1,Wake Forest W 89-73 (2007-08),League,lightgreen
2007-08,NC State,W,69,1.21,55.5,15.9,42.9,28.1,53.4,50,9.4,13,18,72.2,1.01,54.9,26,31.8,39.2,59.4,31.6,37.3,14,20,70,NC State W 84-70 (2007-08),League,lightgreen
2007-08,Virginia Tech,W,79,1.16,54.7,24,54.4,45.3,52,42.9,21.9,22,29,75.9,0.67,29.6,26.6,19.3,51.9,27.8,22.2,33.3,21,28,75,Virginia Tech W 92-53 (2007-08),League,lightgreen
2007-08,UVA,W,70,1.06,57.6,24.1,35.9,20.3,58.1,37.5,27.1,7,12,58.3,1.05,43.9,9.9,33,14.9,44.2,29,41.9,9,11,81.8,UVA W 75-74 (2007-08),League,lightgreen
2007-08,Clemson,W,76,1.08,49.3,21,35.2,49.3,43.6,44.4,24.7,31,36,86.1,0.98,51.7,21,33.7,7.9,45.9,42.9,31.5,1,7,14.3,Clemson W 103-93 (2007-08),League,lightgreen
2007-08,Duke,L,83,0.95,42.8,24.2,43.6,43.5,48.1,17.6,24.6,19,30,63.3,1.08,55.3,18.2,28.8,40.9,45.9,44.8,43.9,16,27,59.3,Duke L 78-89 (2007-08),League,lightpink
2007-08,Florida State,W,70,1.06,46.7,26.5,50.7,54.1,43.8,38.5,21.3,27,33,81.8,0.92,44.3,12.6,17.6,21.4,56.4,19.4,44.3,11,15,73.3,Florida State W 84-73 (2007-08),League,lightgreen
2007-08,Boston College,W,80,1.14,54.4,16.2,35.2,36.8,59.6,25,23.5,17,25,68,0.86,48.3,21.2,13.7,32.2,51.4,29.2,40.7,12,19,63.2,Boston College W 91-69 (2007-08),League,lightgreen
2007-08,Miami,W,73,1.35,50.7,9.7,52,32,49.2,40,13.3,22,24,91.7,1.13,56.6,23.4,40.3,24.6,53.8,40.9,36.1,13,15,86.7,Miami W 98-82 (2007-08),League,lightgreen
2007-08,Maryland,L,75,1.07,42.4,13.4,42,19,41.1,30.4,29.1,13,15,86.7,1.1,51.6,13.4,26.5,31.2,50,37.5,25,16,20,80,Maryland L 80-82 (2007-08),League,lightpink
2007-08,Georgia Tech,W,74,1.13,49.2,19,41.9,41.3,52.8,20,15.9,21,26,80.8,1.12,50.7,16.3,40.2,13.7,48.1,38.1,28.8,8,10,80,Georgia Tech W 83-82 (2007-08),League,lightgreen
2007-08,NC State,W,75,1.24,52.7,14.7,46.1,24.3,47.6,54.5,14.9,15,18,83.3,0.83,40,20,28.9,24.6,40,26.7,23.1,10,16,62.5,NC State W 93-62 (2007-08),League,lightgreen
2007-08,Asheville,W,78,1.19,47.4,11.5,42.7,33.8,44.8,36.8,24.7,20,26,76.9,1.03,58.9,21.7,24.6,24.2,60.5,36.8,30.6,8,15,53.3,Asheville W 93-81 (2007-08),Non-Conference,lightgreen
2007-08,Clemson,W,79,1.02,45.8,21.5,36,41.7,42.9,37.5,22.2,24,30,80,0.99,46.8,14.7,33.6,34.2,50.9,25,30.4,14,27,51.9,Clemson W 90-88 (2007-08),League,lightgreen
2007-08,Kent State,W,73,1.23,56.1,21.8,55,30.8,55.8,38.5,20,17,20,85,0.83,41.9,25.9,41.2,7.3,48,16.7,26.5,4,5,80,Kent State W 90-61 (2007-08),Non-Conference,lightgreen
2007-08,Valparaiso,W,74,1.21,57.7,14.8,41.9,30.8,54.5,42.9,32.3,15,20,75,0.78,42.3,18.9,17.8,15.4,38.9,31,44.6,3,10,30,Valparaiso W 90-58 (2007-08),Non-Conference,lightgreen
2007-08,Nevada,W,84,1.26,59.9,19,39.1,35.2,54.7,50,25.4,21,25,84,0.83,43.6,23.7,27.6,15.7,52,15,28.6,9,11,81.8,Nevada W 106-70 (2007-08),Non-Conference,lightgreen
2007-08,UC Santa Barbara,W,84,1.25,59.1,19.1,54.3,31.2,67.2,18.8,20.8,14,24,58.3,0.83,42.3,20.3,24.7,5.1,34.6,38.5,33.3,4,4,100,UC Santa Barbara W 105-70 (2007-08),Non-Conference,lightgreen
2007-08,Nicholls State,W,72,1.22,50.9,16.6,37.8,67.2,54.3,25,20.7,29,39,74.4,1.08,60,20.8,23.3,25.4,44.4,50,50.9,12,14,85.7,Nicholls State W 88-78 (2007-08),Non-Conference,lightgreen
2007-08,Rutgers,W,80,1.16,46.2,15,49,26.2,43.1,40,18.8,19,21,90.5,0.89,41.5,24.9,35.2,40,43.8,23.5,26.2,17,26,65.4,Rutgers W 93-71 (2007-08),Non-Conference,lightgreen
2007-08,Penn,W,84,1.26,58.7,22.6,55.4,34.7,60.3,28.6,9.3,18,26,69.2,0.84,50,23.7,20.8,23.8,61.4,15.8,30.2,8,15,53.3,Penn W 106-71 (2007-08),Non-Conference,lightgreen
2007-08,Kentucky,W,76,1.13,48.4,17,41.9,55.7,40.4,50,23,27,34,79.4,1.01,50.9,24.9,26.4,37.9,46.3,41.2,29.3,18,22,81.8,Kentucky W 86-77 (2007-08),Non-Conference,lightgreen
