season,date,opponent,location,type,longtype,result,unc,opp,OT,box
2009-10,16-Feb-10,Georgia Tech,away,League,League,L,51,68,,https:///dadgumboxscores.com/boxes/2010/gt-68-unc-51
2009-10,13-Feb-10,NC State,home,League,League,W,74,61,,https:///dadgumboxscores.com/boxes/2010/unc-74-state-61
2009-10,10-Feb-10,Duke,home,League,League,L,54,64,,https:///dadgumboxscores.com/boxes/2010/duke-64-unc-54
2009-10,7-Feb-10,Maryland,away,League,League,L,71,92,,https:///dadgumboxscores.com/boxes/2010/maryland-92-unc-71
2009-10,4-Feb-10,Virginia Tech,away,League,League,L,70,74,,https:///dadgumboxscores.com/boxes/2010/vt-74-unc-70
2009-10,31-Jan-10,UVA,home,League,League,L,60,75,,https:///dadgumboxscores.com/boxes/2010/uva-75-unc-60
2009-10,26-Jan-10,NC State,away,League,League,W,77,63,,https:///dadgumboxscores.com/boxes/2010/unc-77-state-63
2009-10,20-Jan-10,Wake Forest,home,League,League,L,69,82,,https:///dadgumboxscores.com/boxes/2010/wake-82-unc-69
2009-10,16-Jan-10,Georgia Tech,home,League,League,L,71,73,,https:///dadgumboxscores.com/boxes/2010/gt-73-unc-71
2009-10,13-Jan-10,Clemson,away,League,League,L,64,83,,https:///dadgumboxscores.com/boxes/2010/clem-83-unc-64
2009-10,10-Jan-10,Virginia Tech,home,League,League,W,78,64,,https:///dadgumboxscores.com/boxes/2010/unc-78-vt-64
2009-10,4-Jan-10,College of Charleston,away,Non-Conference,Non-Conference,L,79,82,OT,https:///dadgumboxscores.com/boxes/2010/cofc-82-unc-79
2009-10,30-Dec-09,Albany,home,Non-Conference,Non-Conference,W,87,70,,https:///dadgumboxscores.com/boxes/2010/unc-87-albany-70
2009-10,28-Dec-09,Rutgers,home,Non-Conference,Non-Conference,W,81,67,,https:///dadgumboxscores.com/boxes/2010/unc-81-rutgers-67
2009-10,22-Dec-09,Marshall,home,Non-Conference,Non-Conference,W,98,61,,https:///dadgumboxscores.com/boxes/2010/unc-98-marshall-61
2009-10,19-Dec-09,Texas,neutral,Non-Conference,Non-Conference,L,90,103,,https:///dadgumboxscores.com/boxes/2010/texas-103-unc-90
2009-10,12-Dec-09,Presbyterian,home,Non-Conference,Non-Conference,W,103,64,,https:///dadgumboxscores.com/boxes/2010/unc-103-pres-64
2009-10,5-Dec-09,Kentucky,away,Non-Conference,Non-Conference,L,66,68,,https:///dadgumboxscores.com/boxes/2010/kentucky-68-unc-66
2009-10,1-Dec-09,Michigan State,home,Non-Conference,Non-Conference (Big Ten Challenge),W,89,82,,https:///dadgumboxscores.com/boxes/2010/unc-89-msu-82
2009-10,29-Nov-09,Nevada,home,Non-Conference,Non-Conference,W,80,73,,https:///dadgumboxscores.com/boxes/2010/unc-80-nv-73
2009-10,23-Nov-09,Gardner Webb,home,Non-Conference,Non-Conference,W,93,72,,https:///dadgumboxscores.com/boxes/2010/unc-93-gw-72
2009-10,20-Nov-09,Syracuse,neutral,Non-Conference,Non-Conference (2K Sports Classic),L,71,87,,https:///dadgumboxscores.com/boxes/2010/cuse-87-unc-71
2009-10,19-Nov-09,Ohio State,neutral,Non-Conference,Non-Conference (2K Sports Classic),W,77,73,,https:///dadgumboxscores.com/boxes/2010/unc-77-osu-73
2009-10,15-Nov-09,Valparaiso,home,Non-Conference,Non-Conference,W,88,77,,https:///dadgumboxscores.com/boxes/2010/unc-88-valpo-77
2009-10,11-Nov-09,NC Central,home,Non-Conference,Non-Conference,W,89,42,,https:///dadgumboxscores.com/boxes/2010/unc-89-nccu-42
2009-10,9-Nov-09,FIU,home,Non-Conference,Non-Conference,W,88,72,,https:///dadgumboxscores.com/boxes/2010/unc-88-fiu-72
2008-09,6-Apr-09,Michigan State,neutral,NCAA Tournament,NCAA Tournament Championship,W,89,72,,https:///dadgumboxscores.com/boxes/2009/unc-89-msu-72
2008-09,4-Apr-09,Villanova,neutral,NCAA Tournament,NCAA Tournament Final 4,W,83,69,,https:///dadgumboxscores.com/boxes/2009/unc-83-nova-69
2008-09,29-Mar-09,Oklahoma,neutral,NCAA Tournament,NCAA Tournament Elite 8,W,72,60,,https:///dadgumboxscores.com/boxes/2009/unc-72-ok-60
2008-09,27-Mar-09,Gonzaga,neutral,NCAA Tournament,NCAA Tournament Sweet 16,W,98,77,,https:///dadgumboxscores.com/boxes/2009/unc-98-zaga-77
2008-09,21-Mar-09,LSU,neutral,NCAA Tournament,NCAA Tournament 2nd Round,W,84,70,,https:///dadgumboxscores.com/boxes/2009/unc-84-lsu-70
2008-09,19-Mar-09,Radford,neutral,NCAA Tournament,NCAA Tournament 1st Round,W,101,58,,https:///dadgumboxscores.com/boxes/2009/unc-101-radford-58
2008-09,14-Mar-09,Florida State,neutral,ACC Tournament,ACC Tournament Semifinal,L,70,73,,https:///dadgumboxscores.com/boxes/2009/fsu-73-unc-70
2008-09,13-Mar-09,Virginia Tech,neutral,ACC Tournament,ACC Tournament Quarterfinal,W,79,76,,https:///dadgumboxscores.com/boxes/2009/unc-79-vt-76
2008-09,8-Mar-09,Duke,home,League,League,W,79,71,,https:///dadgumboxscores.com/boxes/2009/unc-79-duke-71
2008-09,4-Mar-09,Virginia Tech,away,League,League,W,86,78,,https:///dadgumboxscores.com/boxes/2009/unc-86-vt-78
2008-09,28-Feb-09,Georgia Tech,home,League,League,W,104,74,,https:///dadgumboxscores.com/boxes/2009/unc-104-gt-74
2008-09,21-Feb-09,Maryland,away,League,League,L,85,88,OT,https:///dadgumboxscores.com/boxes/2009/maryland-88-unc-85
2008-09,18-Feb-09,NC State,home,League,League,W,89,80,,https:///dadgumboxscores.com/boxes/2009/unc-89-state-80
2008-09,15-Feb-09,Miami,away,League,League,W,69,65,,https:///dadgumboxscores.com/boxes/2009/unc-69-miami-65
2008-09,11-Feb-09,Duke,away,League,League,W,101,87,,https:///dadgumboxscores.com/boxes/2009/unc-101-duke-87
2008-09,7-Feb-09,UVA,home,League,League,W,76,61,,https:///dadgumboxscores.com/boxes/2009/unc-76-uva-61
2008-09,3-Feb-09,Maryland,home,League,League,W,108,91,,https:///dadgumboxscores.com/boxes/2009/unc-108-maryland-91
2008-09,31-Jan-09,NC State,away,League,League,W,93,76,,https:///dadgumboxscores.com/boxes/2009/unc-93-state-76/
2008-09,28-Jan-09,Florida State,away,League,League,W,80,77,,https:///dadgumboxscores.com/boxes/2009/unc-80-fsu-77
2008-09,21-Jan-09,Clemson,home,League,League,W,94,70,,https:///dadgumboxscores.com/boxes/2009/unc-94-clem-70
2008-09,17-Jan-09,Miami,home,League,League,W,82,65,,https:///dadgumboxscores.com/boxes/2009/unc-82-miami-65
2008-09,15-Jan-09,UVA,away,League,League,W,83,61,,https:///dadgumboxscores.com/boxes/2009/unc-83-uva-61
2008-09,11-Jan-09,Wake Forest,away,League,League,L,89,92,,https:///dadgumboxscores.com/boxes/2009/wake-92-unc-89
2008-09,7-Jan-09,College of Charleston,home,Non-Conference,Non-Conference,W,108,70,,https:///dadgumboxscores.com/boxes/2009/unc-108-cofc-70
2008-09,4-Jan-09,Boston College,home,League,League,L,78,85,,https:///dadgumboxscores.com/boxes/2009/bc-85-unc-78
2008-09,31-Dec-08,Nevada,away,Non-Conference,Non-Conference,W,84,61,,https:///dadgumboxscores.com/boxes/2009/unc-84-nv-61
2008-09,28-Dec-08,Rutgers,home,Non-Conference,Non-Conference,W,97,75,,https:///dadgumboxscores.com/boxes/2009/unc-97-rutgers-75
2008-09,20-Dec-08,Valparaiso,neutral,Non-Conference,Non-Conference,W,85,63,,https:///dadgumboxscores.com/boxes/2009/unc-85-valpo-63
2008-09,18-Dec-08,Evansville,home,Non-Conference,Non-Conference,W,91,73,,https:///dadgumboxscores.com/boxes/2009/unc-91-eville-73
2008-09,13-Dec-08,Oral Roberts,home,Non-Conference,Non-Conference,W,100,84,,https:///dadgumboxscores.com/boxes/2009/unc-100-or-84
2008-09,3-Dec-08,Michigan State,neutral,Non-Conference,Non-Conference,W,98,63,,https:///dadgumboxscores.com/boxes/2009/unc-98-msu-63
2008-09,30-Nov-08,Asheville,home,Non-Conference,Non-Conference,W,116,48,,https:///dadgumboxscores.com/boxes/2009/unc-116-unca-48
2008-09,26-Nov-08,Notre Dame,neutral,Non-Conference,Non-Conference (Maui Invitational),W,102,87,,https:///dadgumboxscores.com/boxes/2009/unc-102-nd-87
2008-09,25-Nov-08,Oregon,neutral,Non-Conference,Non-Conference (Maui Invitational),W,98,69,,https:///dadgumboxscores.com/boxes/2009/unc-98-oregon-69
2008-09,24-Nov-08,Chaminade,neutral,Non-Conference,Non-Conference (Maui Invitational),W,115,70,,https:///dadgumboxscores.com/boxes/2009/unc-115-cham-70
2008-09,21-Nov-08,UC Santa Barbara,away,Non-Conference,Non-Conference,W,84,67,,https:///dadgumboxscores.com/boxes/2009/unc-84-ucsb-67
2008-09,18-Nov-08,Kentucky,home,Non-Conference,Non-Conference,W,77,58,,https:///dadgumboxscores.com/boxes/2009/unc-77-kentucky-58
2008-09,15-Nov-08,Penn,home,Non-Conference,Non-Conference,W,86,71,,https:///dadgumboxscores.com/boxes/2009/unc-86-penn-71
2007-08,5-Apr-08,Kansas,neutral,NCAA Tournament,NCAA Tournament Final 4,L,66,84,,https:///dadgumboxscores.com/boxes/2008/kansas-84-unc-66
2007-08,29-Mar-08,Louisville,neutral,NCAA Tournament,NCAA Tournament Elite 8,W,83,73,,https:///dadgumboxscores.com/boxes/2008/unc-83-lville-73
2007-08,27-Mar-08,Washington State,neutral,NCAA Tournament,NCAA Tournament Sweet 16,W,68,47,,https:///dadgumboxscores.com/boxes/2008/unc-68-wsu-47
2007-08,23-Mar-08,Arkansas,neutral,NCAA Tournament,NCAA Tournament 2nd Round,W,108,77,,https:///dadgumboxscores.com/boxes/2008/unc-108-arkansas-77
2007-08,21-Mar-08,Mount St. Mary's,neutral,NCAA Tournament,NCAA Tournament 1st Round,W,113,74,,https:///dadgumboxscores.com/boxes/2008/unc-113-msm-74
2007-08,16-Mar-08,Clemson,neutral,ACC Tournament,ACC Tournament Championship,W,86,81,,https:///dadgumboxscores.com/boxes/2008/unc-86-clem-81
2007-08,15-Mar-08,Virginia Tech,neutral,ACC Tournament,ACC Tournament Semifinal,W,68,66,,https:///dadgumboxscores.com/boxes/2008/unc-68-vt-66
2007-08,14-Mar-08,Florida State,neutral,ACC Tournament,ACC Tournament Quarterfinal,W,82,70,,https:///dadgumboxscores.com/boxes/2008/unc-82-fsu-70
2007-08,8-Mar-08,Duke,away,League,League,W,76,68,,https:///dadgumboxscores.com/boxes/2008/unc-76-duke-68
2007-08,4-Mar-08,Florida State,home,League,League,W,90,77,,https:///dadgumboxscores.com/boxes/2008/unc-90-fsu-77
2007-08,1-Mar-08,Boston College,away,League,League,W,90,80,,https:///dadgumboxscores.com/boxes/2008/unc-90-bc-80
2007-08,24-Feb-08,Wake Forest,home,League,League,W,89,73,,https:///dadgumboxscores.com/boxes/2008/unc-89-wake-73
2007-08,20-Feb-08,NC State,away,League,League,W,84,70,,https:///dadgumboxscores.com/boxes/2008/unc-84-state-70
2007-08,16-Feb-08,Virginia Tech,home,League,League,W,92,53,,https:///dadgumboxscores.com/boxes/2008/unc-92-vt-53
2007-08,12-Feb-08,UVA,away,League,League,W,75,74,,https:///dadgumboxscores.com/boxes/2008/unc-75-uva-74
2007-08,10-Feb-08,Clemson,home,League,League,W,103,93,OT,https:///dadgumboxscores.com/boxes/2008/unc-103-clem-93
2007-08,6-Feb-08,Duke,home,League,League,L,78,89,,https:///dadgumboxscores.com/boxes/2008/duke-89-unc-78
2007-08,3-Feb-08,Florida State,away,League,League,W,84,73,OT,https:///dadgumboxscores.com/boxes/2008/unc-84-fsu-73
2007-08,31-Jan-08,Boston College,home,League,League,W,91,69,,https:///dadgumboxscores.com/boxes/2008/unc-91-bc-69
2007-08,23-Jan-08,Miami,away,League,League,W,98,82,,https:///dadgumboxscores.com/boxes/2008/unc-98-miami-82
2007-08,19-Jan-08,Maryland,home,League,League,L,80,82,,https:///dadgumboxscores.com/boxes/2008/maryland-82-unc-80
2007-08,16-Jan-08,Georgia Tech,away,League,League,W,83,82,,https:///dadgumboxscores.com/boxes/2008/unc-83-gt-82
2007-08,12-Jan-08,NC State,home,League,League,W,93,62,,https:///dadgumboxscores.com/boxes/2008/unc-93-state-62
2007-08,9-Jan-08,Asheville,home,Non-Conference,Non-Conference,W,93,81,,https:///dadgumboxscores.com/boxes/2008/unc-93-unca-81
2007-08,6-Jan-08,Clemson,away,League,League,W,90,88,OT,https:///dadgumboxscores.com/boxes/2008/unc-90-clem-88
2007-08,2-Jan-08,Kent State,home,Non-Conference,Non-Conference,W,90,61,,https:///dadgumboxscores.com/boxes/2008/unc-90-kstate-61
2007-08,30-Dec-07,Valparaiso,home,Non-Conference,Non-Conference,W,90,58,,https:///dadgumboxscores.com/boxes/2008/unc-90-valpo-58
2007-08,27-Dec-07,Nevada,home,Non-Conference,Non-Conference,W,106,70,,https:///dadgumboxscores.com/boxes/2008/unc-106-nv-70
2007-08,22-Dec-07,UC Santa Barbara,home,Non-Conference,Non-Conference,W,105,70,,https:///dadgumboxscores.com/boxes/2008/unc-105-sb-70
2007-08,19-Dec-07,Nicholls State,home,Non-Conference,Non-Conference,W,88,78,,https:///dadgumboxscores.com/boxes/2008/unc-88-ns-78
2007-08,16-Dec-07,Rutgers,away,Non-Conference,Non-Conference,W,93,71,,https:///dadgumboxscores.com/boxes/2008/unc-93-rutgers-71
2007-08,4-Dec-07,Penn,away,Non-Conference,Non-Conference,W,106,71,,https:///dadgumboxscores.com/boxes/2008/unc-106-penn-71
2007-08,1-Dec-07,Kentucky,away,Non-Conference,Non-Conference,W,86,77,,https:///dadgumboxscores.com/boxes/2008/unc-86-kentucky-77
2007-08,28-Nov-07,Ohio State,away,Non-Conference,Non-Conference (Big Ten Challenge),W,66,55,,https:///dadgumboxscores.com/boxes/2008/unc-66-osu-55
2007-08,24-Nov-07,BYU,neutral,Non-Conference,Non-Conference (Las Vegas Invitational),W,73,63,,https:///dadgumboxscores.com/boxes/2008/unc-73-byu-63
2007-08,23-Nov-07,Old Dominion,neutral,Non-Conference,Non-Conference (Las Vegas Invitational),W,99,82,,https:///dadgumboxscores.com/boxes/2008/unc-99-odu-82
2007-08,20-Nov-07,South Carolina State,home,Non-Conference,Non-Conference,W,110,64,,https:///dadgumboxscores.com/boxes/2008/unc-110-scs-64
2007-08,18-Nov-07,Iona,home,Non-Conference,Non-Conference,W,107,72,,https:///dadgumboxscores.com/boxes/2008/unc-107-iona-72
2007-08,14-Nov-07,Davidson,neutral,Non-Conference,Non-Conference,W,72,68,,https:///dadgumboxscores.com/boxes/2008/unc-72-davidson-68
2006-07,25-Mar-07,Georgetown,neutral,NCAA Tournament,NCAA Tournament Elite 8,L,84,96,OT,https:///dadgumboxscores.com/boxes/2007/gtown-96-unc-84
2006-07,23-Mar-07,USC,neutral,NCAA Tournament,NCAA Tournament Sweet 16,W,74,64,,https:///dadgumboxscores.com/boxes/2007/unc-74-usc-64
2006-07,17-Mar-07,Michigan State,neutral,NCAA Tournament,NCAA Tournament 2nd Round,W,81,67,,https:///dadgumboxscores.com/boxes/2007/unc-81-msu-67
2006-07,15-Mar-07,EKU,neutral,NCAA Tournament,NCAA Tournament 1st Round,W,86,65,,https:///dadgumboxscores.com/boxes/2007/unc-86-eku-65
2006-07,11-Mar-07,NC State,neutral,ACC Tournament,ACC Tournament Championship,W,89,80,,https:///dadgumboxscores.com/boxes/2007/unc-89-state-80
2006-07,10-Mar-07,Boston College,neutral,ACC Tournament,ACC Tournament Semifinal,W,71,56,,https:///dadgumboxscores.com/boxes/2007/unc-71-bc-56
2006-07,9-Mar-07,Florida State,neutral,ACC Tournament,ACC Tournament Quarterfinal,W,73,58,,https:///dadgumboxscores.com/boxes/2007/unc-73-fsu-58
2006-07,4-Mar-07,Duke,home,League,League,W,86,72,,https:///dadgumboxscores.com/boxes/2007/unc-86-duke-72
2006-07,1-Mar-07,Georgia Tech,away,League,League,L,77,84,,https:///dadgumboxscores.com/boxes/2007/gt-84-unc-77
2006-07,25-Feb-07,Maryland,away,League,League,L,87,89,,https:///dadgumboxscores.com/boxes/2007/maryland-89-unc-87
2006-07,21-Feb-07,NC State,home,League,League,W,83,64,,https:///dadgumboxscores.com/boxes/2007/unc-83-state-64
2006-07,17-Feb-07,Boston College,away,League,League,W,77,72,,https:///dadgumboxscores.com/boxes/2007/unc-77-bc-72
2006-07,13-Feb-07,Virginia Tech,home,League,League,L,80,81,OT,https:///dadgumboxscores.com/boxes/2007/vt-81-unc-80
2006-07,10-Feb-07,Wake Forest,home,League,League,W,104,67,,https:///dadgumboxscores.com/boxes/2007/unc-104-wake-67
2006-07,7-Feb-07,Duke,away,League,League,W,79,73,,https:///dadgumboxscores.com/boxes/2007/unc-79-duke-73
2006-07,3-Feb-07,NC State,away,League,League,L,79,83,,https:///dadgumboxscores.com/boxes/2007/state-83-unc-79
2006-07,31-Jan-07,Miami,home,League,League,W,105,64,,https:///dadgumboxscores.com/boxes/2007/unc-105-miami-64
2006-07,27-Jan-07,Arizona,away,Non-Conference,Non-Conference,W,92,64,,https:///dadgumboxscores.com/boxes/2007/unc-92-zona-64
2006-07,24-Jan-07,Wake Forest,away,League,League,W,88,60,,https:///dadgumboxscores.com/boxes/2007/unc-88-wake-60
2006-07,20-Jan-07,Georgia Tech,home,League,League,W,77,61,,https:///dadgumboxscores.com/boxes/2007/unc-77-gt-61
2006-07,17-Jan-07,Clemson,away,League,League,W,77,55,,https:///dadgumboxscores.com/boxes/2007/unc-77-clem-55
2006-07,13-Jan-07,Virginia Tech,away,League,League,L,88,94,,https:///dadgumboxscores.com/boxes/2007/vt-94-unc-88
2006-07,10-Jan-07,UVA,home,League,League,W,79,69,,https:///dadgumboxscores.com/boxes/2007/unc-79-uva-69
2006-07,7-Jan-07,Florida State,home,League,League,W,84,58,,https:///dadgumboxscores.com/boxes/2007/unc-84-fsu-58
2006-07,3-Jan-07,Penn,home,Non-Conference,Non-Conference,W,102,64,,https:///dadgumboxscores.com/boxes/2007/unc-102-penn-64
2006-07,31-Dec-06,Dayton,home,Non-Conference,Non-Conference,W,81,51,,https:///dadgumboxscores.com/boxes/2007/unc-81-dayton-51
2006-07,28-Dec-06,Rutgers,home,Non-Conference,Non-Conference,W,87,48,,https:///dadgumboxscores.com/boxes/2007/unc-87-rutgers-48
2006-07,22-Dec-06,Saint Louis,away,Non-Conference,Non-Conference,W,69,48,,https:///dadgumboxscores.com/boxes/2007/unc-69-slu-48
2006-07,19-Dec-06,Florida Atlantic,home,Non-Conference,Non-Conference,W,105,52,,https:///dadgumboxscores.com/boxes/2007/unc-105-fau-52
2006-07,16-Dec-06,Asheville,home,Non-Conference,Non-Conference,W,93,62,,https:///dadgumboxscores.com/boxes/2007/unc-93-unca-62
2006-07,9-Dec-06,High Point,home,Non-Conference,Non-Conference,W,94,69,,https:///dadgumboxscores.com/boxes/2007/unc-94-hpu-69
2006-07,2-Dec-06,Kentucky,home,Non-Conference,Non-Conference,W,75,63,,https:///dadgumboxscores.com/boxes/2007/unc-75-kentucky-63
2006-07,29-Nov-06,Ohio State,home,Non-Conference,Non-Conference (Big Ten Challenge),W,98,89,,https:///dadgumboxscores.com/boxes/2007/unc-98-osu-89
2006-07,24-Nov-06,Tennessee,neutral,Non-Conference,Non-Conference,W,101,87,,https:///dadgumboxscores.com/boxes/2007/unc-101-tenn-87
2006-07,22-Nov-06,Gonzaga,neutral,Non-Conference,Non-Conference,L,74,82,,https:///dadgumboxscores.com/boxes/2007/zaga-82-unc-74
2006-07,19-Nov-06,Gardner Webb,home,Non-Conference,Non-Conference,W,103,50,,https:///dadgumboxscores.com/boxes/2007/unc-103-gw-50
2006-07,15-Nov-06,Winthrop,neutral,Non-Conference,Non-Conference,W,73,66,,https:///dadgumboxscores.com/boxes/2007/unc-73-win-66
2006-07,14-Nov-06,Sacred Heart,neutral,Non-Conference,Non-Conference,W,103,81,,https:///dadgumboxscores.com/boxes/2007/unc-103-sc-81
2005-06,19-Mar-06,George Mason,neutral,NCAA Tournament,NCAA Tournament 2nd Round,L,60,65,,https:///dadgumboxscores.com/boxes/2006/gmason-65-unc-60
2005-06,17-Mar-06,Murray State,neutral,NCAA Tournament,NCAA Tournament 1st Round,W,69,65,,https:///dadgumboxscores.com/boxes/2006/unc-69-mstate-65
2005-06,11-Mar-06,Boston College,neutral,ACC Tournament,ACC Tournament Semifinal,L,82,85,,https:///dadgumboxscores.com/boxes/2006/bc-85-unc-82
2005-06,10-Mar-06,UVA,neutral,ACC Tournament,ACC Tournament Quarterfinal,W,79,67,,https:///dadgumboxscores.com/boxes/2006/unc-79-uva-67
2005-06,4-Mar-06,Duke,away,League,League,W,83,76,,https:///dadgumboxscores.com/boxes/2006/unc-83-duke-76
2005-06,1-Mar-06,UVA,home,League,League,W,99,54,,https:///dadgumboxscores.com/boxes/2006/unc-99-uva-54
2005-06,26-Feb-06,Maryland,home,League,League,W,81,57,,https:///dadgumboxscores.com/boxes/2006/unc-81-maryland-57
2005-06,22-Feb-06,NC State,away,League,League,W,95,71,,https:///dadgumboxscores.com/boxes/2006/unc-95-state-71
2005-06,19-Feb-06,Wake Forest,away,League,League,W,83,72,,https:///dadgumboxscores.com/boxes/2006/unc-83-wake-72
2005-06,15-Feb-06,Georgia Tech,home,League,League,W,82,75,,https:///dadgumboxscores.com/boxes/2006/unc-82-gt-75
2005-06,12-Feb-06,Miami,away,League,League,W,80,70,,https:///dadgumboxscores.com/boxes/2006/unc-80-miami-70
2005-06,7-Feb-06,Duke,home,League,League,L,83,87,,https:///dadgumboxscores.com/boxes/2006/duke-87-unc-83
2005-06,4-Feb-06,Clemson,home,League,League,W,76,61,,https:///dadgumboxscores.com/boxes/2006/unc-76-clem-61
2005-06,2-Feb-06,Maryland,away,League,League,W,77,62,,https:///dadgumboxscores.com/boxes/2006/unc-77-maryland-62
2005-06,28-Jan-06,Arizona,home,Non-Conference,Non-Conference,W,86,69,,https:///dadgumboxscores.com/boxes/2006/unc-86-zona-69
2005-06,25-Jan-06,Boston College,home,League,League,L,74,81,,https:///dadgumboxscores.com/boxes/2006/bc-81-unc-74
2005-06,22-Jan-06,Florida State,away,League,League,W,81,80,,https:///dadgumboxscores.com/boxes/2006/unc-81-fsu-80
2005-06,19-Jan-06,UVA,away,League,League,L,68,72,,https:///dadgumboxscores.com/boxes/2006/uva-72-unc-68
2005-06,14-Jan-06,Miami,home,League,League,L,70,81,,https:///dadgumboxscores.com/boxes/2006/miami-81-unc-70
2005-06,10-Jan-06,Virginia Tech,away,League,League,W,64,61,,https:///dadgumboxscores.com/boxes/2006/unc-64-vt-61
2005-06,7-Jan-06,NC State,home,League,League,W,82,69,,https:///dadgumboxscores.com/boxes/2006/unc-82-state-69
2005-06,3-Jan-06,Davidson,home,Non-Conference,Non-Conference,W,82,58,,https:///dadgumboxscores.com/boxes/2006/unc-82-davidson-58
2005-06,28-Dec-05,Asheville,home,Non-Conference,Non-Conference,W,89,47,,https:///dadgumboxscores.com/boxes/2006/unc-89-unca-47
2005-06,21-Dec-05,USC,away,Non-Conference,Non-Conference,L,59,74,,https:///dadgumboxscores.com/boxes/2006/usc-74-unc-59
2005-06,17-Dec-05,Santa Clara,home,Non-Conference,Non-Conference,W,76,58,,https:///dadgumboxscores.com/boxes/2006/unc-76-sc-58
2005-06,7-Dec-05,Saint Louis,home,Non-Conference,Non-Conference,W,75,63,,https:///dadgumboxscores.com/boxes/2006/unc-75-slu-63
2005-06,3-Dec-05,Kentucky,away,Non-Conference,Non-Conference,W,83,79,,https:///dadgumboxscores.com/boxes/2006/unc-83-kentucky-79
2005-06,29-Nov-05,Illinois,home,Non-Conference,Non-Conference (Big Ten Challenge),L,64,68,,https:///dadgumboxscores.com/boxes/2006/ill-68-unc-64
2005-06,25-Nov-05,UC Santa Barbara,home,Non-Conference,Non-Conference,W,83,66,,https:///dadgumboxscores.com/boxes/2006/unc-83-ucsb-66
2005-06,22-Nov-05,Cleveland State,home,Non-Conference,Non-Conference,W,112,55,,https:///dadgumboxscores.com/boxes/2006/unc-112-cs-55
2005-06,19-Nov-05,Gardner Webb,home,Non-Conference,Non-Conference,W,83,80,,https:///dadgumboxscores.com/boxes/2006/unc-83-gw-80
2004-05,4-Apr-05,Illinois,neutral,NCAA Tournament,NCAA Tournament Championship,W,75,70,,https:///dadgumboxscores.com/boxes/2005/unc-75-ill-70
2004-05,2-Apr-05,Michigan State,neutral,NCAA Tournament,NCAA Tournament Final 4,W,87,71,,https:///dadgumboxscores.com/boxes/2005/unc-87-msu-71
2004-05,27-Mar-05,Wisconsin,neutral,NCAA Tournament,NCAA Tournament Elite 8,W,88,82,,https:///dadgumboxscores.com/boxes/2005/unc-88-wisco-82
2004-05,25-Mar-05,Villanova,neutral,NCAA Tournament,NCAA Tournament Sweet 16,W,67,66,,https:///dadgumboxscores.com/boxes/2005/unc-67-nova-66
2004-05,20-Mar-05,Iowa State,neutral,NCAA Tournament,NCAA Tournament 2nd Round,W,92,65,,https:///dadgumboxscores.com/boxes/2005/unc-92-isu-65
2004-05,18-Mar-05,Oakland,neutral,NCAA Tournament,NCAA Tournament 1st Round,W,96,68,,https:///dadgumboxscores.com/boxes/2005/unc-96-oak-68
2004-05,12-Mar-05,Georgia Tech,neutral,ACC Tournament,ACC Tournament Semifinal,L,75,78,,https:///dadgumboxscores.com/boxes/2005/gt-78-unc-75
2004-05,11-Mar-05,Clemson,neutral,ACC Tournament,ACC Tournament Quarterfinal,W,88,81,,https:///dadgumboxscores.com/boxes/2005/unc-88-clem-81
2004-05,6-Mar-05,Duke,home,League,League,W,75,73,,https:///dadgumboxscores.com/boxes/2005/unc-75-duke-73
2004-05,3-Mar-05,Florida State,home,League,League,W,91,76,,https:///dadgumboxscores.com/boxes/2005/unc-91-fsu-76
2004-05,27-Feb-05,Maryland,away,League,League,W,85,83,,https:///dadgumboxscores.com/boxes/2005/unc-85-maryland-83
2004-05,22-Feb-05,NC State,away,League,League,W,81,71,,https:///dadgumboxscores.com/boxes/2005/unc-81-state-71
2004-05,19-Feb-05,Clemson,home,League,League,W,88,56,,https:///dadgumboxscores.com/boxes/2005/unc-88-clem-56
2004-05,16-Feb-05,UVA,home,League,League,W,85,61,,https:///dadgumboxscores.com/boxes/2005/unc-85-uva-61
2004-05,13-Feb-05,Connecticut,away,Non-Conference,Non-Conference,W,77,70,,https:///dadgumboxscores.com/boxes/2005/unc-77-uconn-70.pdf
2004-05,9-Feb-05,Duke,away,League,League,L,70,71,,https:///dadgumboxscores.com/boxes/2005/duke-71-unc-70
2004-05,6-Feb-05,Florida State,away,League,League,W,81,60,,https:///dadgumboxscores.com/boxes/2005/unc-81-fsu-60.pdf
2004-05,3-Feb-05,NC State,home,League,League,W,95,71,,https:///dadgumboxscores.com/boxes/2005/unc-95-state-71
2004-05,29-Jan-05,UVA,away,League,League,W,110,76,,https:///dadgumboxscores.com/boxes/2005/unc-110-uva-76
2004-05,22-Jan-05,Miami,home,League,League,W,87,67,,https:///dadgumboxscores.com/boxes/2005/unc-87-miami-67
2004-05,19-Jan-05,Clemson,away,League,League,W,77,58,,https:///dadgumboxscores.com/boxes/2005/unc-77-clem-58
2004-05,15-Jan-05,Wake Forest,away,League,League,L,82,95,,https:///dadgumboxscores.com/boxes/2005/wake-95-unc-82
2004-05,12-Jan-05,Georgia Tech,home,League,League,W,91,69,,https:///dadgumboxscores.com/boxes/2005/unc-91-gt-69
2004-05,8-Jan-05,Maryland,home,League,League,W,109,75,,https:///dadgumboxscores.com/boxes/2005/unc-109-maryland-75
